text,label
magnetization of the spin-1/2 heisenberg antiferromagnet on the triangular lattice,0
long-range electron transfer and electronic transport through macromolecules,7
cosmological model of interacting tachyon field,6
unconventional magnetic transition and transport behavior in na0.75coo2,0
nonperturbative renormalization for a renormalization group improved gauge action,16
kinetics and mechanism of proton transport across membrane nanopores,7
highly conductive pdcoo2 ultrathin films for transparent electrodes,0
true parameters of he-4-sigma hypernucleus,14
monojet searches for momentum-dependent dark matter interactions,3
lie group contractions and relativity symmetries,6
simple patterns for nonlinear susceptibilities near t_c,16
ising antiferromagnet on the archimedean lattices,17
long-term multiwavelength studies of high-redshift blazar 0836+710,13
multigrid meets neural nets,16
superparamagnetic behaviour of antiferromagnetic dypo4 nanoparticles,19
semideviceindependent characterization of quantum measurements under a minimum overlap assumption,15
interactions of ultrahighenergy neutrinos,3
tailoring the interactions between self-propelled bodies,7
confinement properties in the multiinstanton system,16
"kdg 218, a nearby ultradiffuse galaxy",9
multiwavelength observations of proxima centauri,18
nonequilibrium interactions between two quantum circuits,8
superheavy nuclei in selfconsistent nuclear calculations,14
superstructures at low spin - high spin transitions,0
dual lattice blockspin transformation and monopole condensation in qcd,16
magnetism and superconductivity in cerhin5,0
automatic gauged r-parity,3
constructing improved overlap fermions in qcd,16
nucleon-nucleon interaction: a typical/concise review,14
monogamy relations of quantum coherence between multiple subspaces,15
production of multistrangeness hypernuclei and the yn-interaction,14
a search for naphthalene in diffuse interstellar clouds,9
nonlinear transport theory for hybrid normal-superconducting devices,4
interlayer interaction in multilayer copt/co structures,8
interfaceinduced phenomena in magnetism,19
"advancing nucleosynthesis in self-consistent, multidimensional models of core-collapse supernovae",18
electronic heat transport for a multiband superconducting gap in sr$_2$ruo$_4$,2
cluster states and isoscalar monopole transitions of $^{24}$mg,14
fast rotation of a subkmsized near-earth object 2011 xa3,11
semidynamical approach to the shock revival in core-collapse supernovae,13
study of superdeformation in nonrotating states using the skyrme-hartree-fock method,14
galactic cosmic rays - theory and interpretation,13
dark matter from nonrelativistic embedding gravity,6
multigrid methods for propagators in lattice gauge theories,16
postnewtonian frames of reference,6
multirefractiveindex metamaterials based on subwavelength waveguide arrays,12
two-colour qcd at nonzero quark-number density,16
nonrkky oscillations of exchange coupling in magnetic multilayers,4
signals of quark substructure in hadron reactions at intermediate energies,14
envelopes of embedded superearths i. two-dimensional simulations,11
orbital degeneracy removed by charge order in triangular antiferromagnet agnio2,0
ultrashortperiod planets from secular chaos,11
radiative transfer effects during primordial helium recombination,1
particle mass limits in minimal and nonminimal supersymmetric models,3
detection of interstellar hydrogen peroxide,9
"dynamics in stationary, nonglobally hyperbolic spacetimes",6
superfluidity of $\lambda$ hyperons in warm strange hadronic star matter,14
linear and nonlinear rheology of wormlike micelles,7
variability in the superearth 55 cnc e,11
proton decay in minimal supersymmetric su(5),3
anomalous chiral symmetry breaking above the qcd phase transition,16
transport coefficients and nonextensive statistics,17
superfluids and superconductors - an 80 year perspective,2
dynamical overlap fermion at fixed topology,16
the sublattice magnetizations of the spin-s quantum heisenberg antiferromagnets,4
nonperturbative renormalisation of four-fermion operators in n_f=2 qcd,16
solar neutrinos with superkamiokande,5
multineutron emission of cd isotopes,14
nonuniqueness of massless transversetraceless graviton,6
nonperturbatively determined relativistic heavy quark action,16
interferometric imaging of nonlocal electromechanical power transduction in ferroelectric domains,8
realistic models of pion-exchange three-nucleon interactions,14
multizone models of superbursts from accreting neutron stars,13
raman response in doped antiferromagnets,4
multiple carriers of q noble gases in primitive meteorites,11
adjoint su(2) with four fermion interactions,16
ballistic composite fermions in semiconductor nanostructures,4
enhancement of kerr nonlinearity via multiphoton coherence,15
gamma rays from extragalactic astrophysical sources,13
fingerprinting the electronic wavefunctions of ultrasmall conductors,4
ultrafast broadband photodetectors based on three-dimensional dirac semimetal cd3as2,8
common high-performance semiconducting polymers are not amorphous but semiparacrystalline,19
localization transitions from free random variables,4
broadband acoustic cloak for ultrasound waves,12
equilibration within a semiclassical off-shell transport approach,14
meson elastic and transition form factors,14
the gross-neveu model and qcds chiral phase transition,16
beyond band insulators: topology of semimetals and interacting phases,0
ultracompact dwarf (ucd) galaxies in the antlia cluster,1
statistical cosmological fermion systems with interparticle fantom scalar interaction,6
supersonic downflows in a sunspot light bridge,18
polarization-dependent mode coupling in hyperbolic nanospheres,12
transformation optics based on metasurfaces,12
from superstrings to m theory,6
young's modulus of polyelectrolyte multilayers from microcapsule swelling,7
jet production in photon-photon interactions,5
the role of resonances in nonleptonic hyperon decays,3
the formation of isolated ultradiffuse galaxies in romulus25,9
tuning low-energy scales in ybrh$_2$si$_2$ by nonisoelectronic substitution and pressure,0
reflection from the periodically modulated interface of a hyperbolic metamaterial,12
friedel transition in a modified xy model,4
nonlocality and conflicting interest games,15
feeding supermassive black holes by collisional cascades,9
nonlocal interactions in moir\'e hubbard systems,0
level statistics of su(3)-su(3)* transitional region,14
quantum transport in electron fabry-perot interferometers,8
microscopic theory of type-1.5 superconductivity in multiband systems,2
"entanglement, nonmarkovianity, and causal nonseparability",15
shell-shocked: the interstellar medium near cygnus x-1,13
sliding grafted polymer layers,7
supersymmetric nonlinear sigma-models with boundaries revisited,10
perfect transference of a d-level quantum state over pseudodistanceregular networks,15
flexomagnetic effect in mn-based antiperovskites,19
linear and nonlinear supersymmetries,10
the chiral phase transition,14
bayesian angular power spectrum analysis of interferometric data,1
weyl points in the multiterminal hybrid superconductorsemiconductor nanowire devices,8
"the internal structure of overpressured, magnetized, relativistic jets",13
symmetry-breaking phase transition without peierls mechanism in conducting monoatomic chains,0
diffusion and viscosity in a supercooled polydisperse system,7
nonseparability without nonseparability in nonlinear quantum mechanics,15
nonlinear lattice structures based on families of complex nondiffracting beams,12
super eightbrane in superspace,10
deterministic superreplication of one-parameter unitary transformations,15
top quark anomalous couplings at the international linear collider,5
"unconventional superconductivity in weakly correlated, noncentrosymmetric $\rm{mo_3al_2c}$",2
weyl semimetals as catalysts,19
globular cluster-massive black hole interactions in galactic centers,9
perturbative and nonperturbative diffraction at hera,5
charge berezinskii-kosterlitz-thouless transition in superconducting nbtin films,2
underlying event measurements at cms,5
interspin state transition associated with magnetization jump in y0.33sr0.67coo3,0
the berry phase and monopoles in gluodynamics,16
polymerization with freezing,17
imaginary supergravity or virial supergravity?,10
